World,Level,Meta,Puzzle No.,Puzzle,No. Possible,No. Required,ScrambleYN,Letter,Piece 1,Piece 2,Piece 3,Piece 4,Piece 5,Piece 6,Notes,Solution 1,Solution 2,Solution 3,Solution 4,Solution 5,Solution 6,Solution 7,Solution 8,Solution 9,Solution 10,Solution 11,Solution 12,Solution 13,Solution 14,Solution 15,Solution 16,No. Letters,No. Blanks,No. Repeat Ltr. Cubes,Full-length Freq.,Min. Freq.,Max. Freq.,No. Freq. 1,No. Freq. 2,No. Freq. 3,No. Freq. 4,No. Freq. 5,No. Freq. 6,No. Freq. 7,No. Freq. 8,No. Freq. 9,No. Freq. 10
,,,,MAYBES,4,,,,MA,YB,ES,,,,,MAYBES,MAES,SEAM,BYES,,,,,,,,,,,,,6,0,0,3,3,8,0,0,0,3,0,0,0,0,1,0
,,,,EOSIN,3,,,,EO,SI,N ,,,,,EOSIN,EON,SIN,,,,,,,,,,,,,,5,1,0,7,2,7,0,0,1,1,0,0,0,1,0,0
,,,,VIDEO,4,,,,VI,DE,O ,,,,,VIDEO,VIED,ODE,VIDE,,,,,,,,,,,,,5,1,0,1,1,7,0,1,0,2,0,0,0,1,0,0
,,,,MALTOL,3,,,,MA,LT,OL,,,,,LOAM,MALT,MALTOL,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,NONFAN,3,,,,NO,NF,AN,,,,,ANON,NONFAN,NONA,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,HAHAS,4,,,, H,AH,AS,,,,,HAH,ASH,HAS,HAHAS,,,,,,,,,,,,,5,1,0,8,0,8,1,0,2,0,0,0,0,0,1,0
,,,,ALLOTS,7,,,,AL,LO,TS,,,,,LAST,LATS,LOST,LOTS,OLLA,ALTS,ALLOTS,,,,,,,,,,6,0,0,3,0,7,2,1,0,1,0,2,0,1,0,0
,,,,WASHUP,4,,,,WA,SH,UP,,,,,PUSH,WASH,SHAW,WASHUP,,,,,,,,,,,,,6,0,0,8,0,8,2,0,0,0,0,1,0,0,1,0
,,,,REPEATED,3,,,,REP,EAT,ED ,,,,,REPEATED,REPEAT,PREED,,,,,,,,,,,,,,8,1,0,0,0,8,1,1,0,0,0,0,0,0,1,0
,,,,INVERTER,3,,,, IN,VER,TER,,,,,INVERTER,INTER,INERT,,,,,,,,,,,,,,8,1,0,7,2,7,0,0,1,1,0,0,0,1,0,0
,,,,SHOWED,5,,,,SH,OW,ED,,,,,OWED,SHED,EDHS,SHOWED,SHOW,,,,,,,,,,,,6,0,0,1,0,8,2,2,0,0,0,0,0,0,1,0
,,,,WEENSY,3,,,,WE,EN,SY,,,,,SYNE,WEEN,WEENSY,,,,,,,,,,,,,,6,0,0,6,6,7,0,0,0,0,0,0,2,1,0,0
,,,,MELLOW,3,,,,ME,LL,OW,,,,,MEOW,MELLOW,MELL,,,,,,,,,,,,,,6,0,1,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,MOULD,3,,,,MO,UL,D ,,,,,MOULD,DOM,MOD,,,,,,,,,,,,,,5,1,0,2,1,7,0,1,1,0,0,0,0,1,0,0
,,,,NONSOLID,3,,,,NON,SOL,ID ,,,,,SOLID,IDOLS,NONSOLID,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,CABMEN,3,,,,CA,BM,EN,,,,,CANE,CABMEN,ACNE,,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,2,0,0,0,1,0,0
,,,,EXTOL,3,,,,EX,TO,L ,,,,,LEX,EXTOL,LOT,,,,,,,,,,,,,,5,1,0,3,0,7,1,0,0,1,0,0,0,1,0,0
,,,,SECEDING,3,,,, SE,CED,ING,,,,,SECEDING,CEDING,SENGI,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,SPIGOT,4,,,,SP,IG,OT,,,,,TOPS,GIPS,SPOT,SPIGOT,,,,,,,,,,,,,6,0,0,2,0,8,1,0,2,0,0,0,0,0,1,0
,,,,STEALAGE,5,,,, ST,EAL,AGE,,,,,STALE,STEAL,STEALAGE,LEAST,STAGE,,,,,,,,,,,,8,1,0,7,0,7,1,2,1,0,0,0,0,1,0,0
,,,,HAPLY,4,,,, H,AP,LY,,,,,HAP,PALY,HAPLY,PAH,,,,,,,,,,,,,5,1,0,6,6,7,0,0,0,0,0,0,3,1,0,0
,,,,SUBRACES,3,,,,SUB,RAC,ES ,,,,,RACES,SUBRACES,ACRES,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,1,0,0,0,0,1,0
,,,,JUNCO,3,,,, J,UN,CO,,,,,JUNCO,UNCO,JUN,,,,,,,,,,,,,,5,1,0,5,4,8,0,0,0,0,1,1,0,0,1,0
,,,,RIPING,3,,,,RI,PI,NG,,,,,RING,PING,RIPING,,,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,0,1,0,0,0,1,0
,,,,PUTOFF,3,,,,PU,TO,FF,,,,,PUFF,PUTOFF,TOFF,,,,,,,,,,,,,,6,0,1,8,3,8,0,0,0,1,0,0,1,0,1,0
,,,,TONGS,4,,,, T,ON,GS,,,,,NOT,TONGS,TON,NOGS,,,,,,,,,,,,,5,1,0,3,0,7,2,0,0,1,0,0,0,1,0,0
,,,,GNAWER,3,,,,GN,AW,ER,,,,,GNAW,GNAWER,WARE,,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,1,1,0,0,1,0,0
,,,,DENTINAL,3,,,,DEN,TIN,AL ,,,,,DENTIN,INTEND,DENTINAL,,,,,,,,,,,,,,8,1,0,7,0,7,1,0,0,0,0,1,0,1,0,0
,,,,REFUNDED,4,,,,REF,UND,ED ,,,,,REFUND,REFED,REFUNDED,FREED,,,,,,,,,,,,,8,1,0,3,2,8,0,0,2,1,0,0,0,0,1,0
,,,,SERVICED,3,,,,SER,VIC,ED ,,,,,VICED,SERED,SERVICED,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,PARERS,7,,,,PA,RE,RS,,,,,PARE,PARSER,APER,PARS,PARERS,ERRS,REAP,,,,,,,,,,6,0,0,3,3,8,0,0,0,5,0,0,1,0,1,0
,,,,REFUNDER,5,,,,REF,UND,ER ,,,,,REFUND,FREER,UNDER,REFUNDER,REFER,,,,,,,,,,,,8,1,0,8,0,8,2,0,1,1,0,0,0,0,1,0
,,,,QUENELLE,3,,,, QU,ENE,LLE,,,,,QUENELLE,QUELL,QUEEN,,,,,,,,,,,,,,8,1,0,7,2,7,0,0,1,1,0,0,0,1,0,0
,,,,SCENES,4,,,,SC,EN,ES,,,,,SEEN,SECS,SCENES,SENE,,,,,,,,,,,,,6,0,0,2,0,7,1,0,1,0,1,0,0,1,0,0
,,,,BORSCHES,3,,,,BOR,SCH,ES ,,,,,BORSCHES,BORES,BORSCH,,,,,,,,,,,,,,8,1,0,8,2,8,0,0,1,0,0,1,0,0,1,0
,,,,POLIES,4,,,,PO,LI,ES,,,,,LIES,POSE,POLIES,OPES,,,,,,,,,,,,,6,0,0,8,1,8,0,1,1,0,0,0,1,0,1,0
,,,,MISORDER,3,,,,MIS,ORD,ER ,,,,,MISORDER,MISER,ORDER,,,,,,,,,,,,,,8,1,0,8,0,8,1,0,0,1,0,0,0,0,1,0
,,,,AILED,5,,,,AI,LE,D ,,,,,AILED,AID,DEL,LED,ELD,,,,,,,,,,,,5,1,0,3,0,7,1,1,0,1,0,1,0,1,0,0
,,,,SHARPENS,3,,,, SH,ARP,ENS,,,,,SHARP,ARPENS,SHARPENS,,,,,,,,,,,,,,8,1,0,3,0,8,1,0,0,1,0,0,0,0,1,0
,,,,BAFFLE,4,,,,BA,FF,LE,,,,,BAFFLE,BALE,BAFF,ABLE,,,,,,,,,,,,,6,0,1,2,0,8,1,0,1,1,0,0,0,0,1,0
,,,,BEDPAN,3,,,,BE,DP,AN,,,,,NABE,BEAN,BEDPAN,,,,,,,,,,,,,,6,0,0,4,2,8,0,0,1,0,1,0,0,0,1,0
,,,,COHOST,6,,,,CO,HO,ST,,,,,COHOST,HOTS,COHO,HOST,COST,COTS,,,,,,,,,,,6,0,0,7,0,7,1,1,0,1,0,0,2,1,0,0
,,,,COHOSH,3,,,,CO,HO,SH,,,,,COHO,COHOSH,COSH,,,,,,,,,,,,,,6,0,0,7,6,7,0,0,0,0,0,0,2,1,0,0
,,,,ESTROGEN,3,,,, ES,TRO,GEN,,,,,GENES,ESTROGEN,ROTES,,,,,,,,,,,,,,8,1,0,4,2,8,0,0,1,0,1,0,0,0,1,0
,,,,RELEVANT,3,,,, RE,LEV,ANT,,,,,ANTRE,RELEVANT,LEVANT,,,,,,,,,,,,,,8,1,0,1,1,7,0,1,0,0,0,1,0,1,0,0
,,,,VITAL,4,,,, V,IT,AL,,,,,LATI,LAV,VITAL,ALIT,,,,,,,,,,,,,5,1,0,1,1,7,0,1,0,1,0,0,1,1,0,0
,,,,GIBED,6,,,,GI,BE,D ,,,,,GIBE,DIG,BED,GID,GIBED,DEB,,,,,,,,,,,5,1,0,3,0,7,1,0,1,2,0,1,0,1,0,0
,,,,VITAE,7,,,,VI,TA,E ,,,,,ATE,VIE,TAE,ETA,VITAE,VITA,EAT,,,,,,,,,,5,1,0,6,0,8,1,1,0,1,0,1,2,0,1,0
,,,,SPUTUM,3,,,,SP,UT,UM,,,,,SPUTUM,UMPS,TUPS,,,,,,,,,,,,,,6,0,0,5,5,8,0,0,0,0,0,2,0,0,1,0
,,,,CACHET,3,,,,CA,CH,ET,,,,,CACHET,ETCH,CATE,,,,,,,,,,,,,,6,0,0,4,3,7,0,0,0,1,1,0,0,1,0,0
,,,,WOLVES,4,,,,WO,LV,ES,,,,,WOLVES,OWSE,OWES,WOES,,,,,,,,,,,,,6,0,0,3,1,8,0,1,0,2,0,0,0,0,1,0
,,,,BERIMING,4,,,, BE,RIM,ING,,,,,BEING,BEGIN,BERIMING,RIMING,,,,,,,,,,,,,8,1,0,8,0,8,2,0,0,0,0,1,0,0,1,0
,,,,SPARRY,5,,,,SP,AR,RY,,,,,SPAR,RAPS,RASP,SPRY,SPARRY,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,4,0,0,0,1,0,0
,,,,GOLDER,6,,,,GO,LD,ER,,,,,OGRE,GOLD,GORE,GOER,ERGO,GOLDER,,,,,,,,,,,6,0,0,8,0,8,1,0,1,2,0,0,1,0,1,0
,,,,DEMEAN,7,,,,DE,ME,AN,,,,,DEME,DEAN,NAME,MEED,DEEM,DEMEAN,MEAN,,,,,,,,,,6,0,0,3,0,7,2,1,0,2,0,0,1,1,0,0
,,,,PADRONES,3,,,, PA,DRO,NES,,,,,PANES,PADRONES,DRONES,,,,,,,,,,,,,,8,1,0,7,3,7,0,0,0,2,0,0,0,1,0,0
,,,,AZOTHS,3,,,,AZ,OT,HS,,,,,TOSH,SHOT,AZOTHS,,,,,,,,,,,,,,6,0,0,8,2,8,0,0,1,0,0,0,1,0,1,0
,,,,HORSTS,3,,,,HO,RS,TS,,,,,HOST,HOTS,HORSTS,,,,,,,,,,,,,,6,0,0,7,1,7,0,1,0,0,0,0,1,1,0,0
,,,,UNBOLTED,3,,,,UNB,OLT,ED ,,,,,UNBOLT,UNBOLTED,TOLED,,,,,,,,,,,,,,8,1,0,5,5,8,0,0,0,0,0,2,0,0,1,0
,,,,TERAIS,4,,,,TE,RA,IS,,,,,TEAR,TERAIS,RATE,SITE,,,,,,,,,,,,,6,0,0,8,0,8,1,1,1,0,0,0,0,0,1,0
,,,,TRIGS,4,,,,TR,IG,S ,,,,,GIRTS,TRIG,TRIGS,GIRT,,,,,,,,,,,,,5,1,0,5,5,8,0,0,0,0,0,3,0,0,1,0
,,,,PETROSAL,3,,,, PE,TRO,SAL,,,,,PETROSAL,PEALS,TROPE,,,,,,,,,,,,,,8,1,0,7,3,7,0,0,0,1,0,1,0,1,0,0
,,,,SUETS,3,,,,SU,ET,S ,,,,,SET,SUETS,SUET,,,,,,,,,,,,,,5,1,0,8,0,8,1,0,0,0,0,1,0,0,1,0
,,,,ABOVE,4,,,, A,BO,VE,,,,,AVE,BOA,ABOVE,ABO,,,,,,,,,,,,,5,1,0,0,0,8,1,0,0,1,1,0,0,0,1,0
,,,,OGRISM,3,,,,OG,RI,SM,,,,,SMOG,OGRISM,RIMS,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,HALOS,5,,,,HA,LO,S ,,,,,HALOS,SHA,HAS,SOL,HALO,,,,,,,,,,,,5,1,0,3,0,7,1,0,0,2,0,1,0,1,0,0
,,,,RADIO,5,,,,RA,DI,O ,,,,,RADIO,RAID,OAR,ARID,ORA,,,,,,,,,,,,5,1,0,0,0,7,1,0,2,1,0,0,0,1,0,0
,,,,GREEN,7,,,, G,RE,EN,,,,,ENG,ERNE,REG,ERG,GREEN,GENRE,GEN,,,,,,,,,,5,1,0,0,0,7,1,0,1,0,1,2,1,1,0,0
,,,,RAGIS,4,,,, R,AG,IS,,,,,RAG,RAGIS,GAR,SIR,,,,,,,,,,,,,5,1,0,7,0,7,1,0,1,0,0,0,1,1,0,0
,,,,NOPAL,3,,,,NO,PA,L ,,,,,LAP,PAL,NOPAL,,,,,,,,,,,,,,5,1,0,8,3,8,0,0,0,2,0,0,0,0,1,0
,,,,CRACKLED,3,,,,CRA,CKL,ED ,,,,,ACRED,RACED,CRACKLED,,,,,,,,,,,,,,8,1,0,3,2,7,0,0,1,1,0,0,0,1,0,0
,,,,LAPINS,4,,,,LA,PI,NS,,,,,PINS,SNIP,LAPINS,PIAL,,,,,,,,,,,,,6,0,0,6,2,8,0,0,1,1,0,0,1,0,1,0
,,,,BERMES,3,,,,BE,RM,ES,,,,,BERM,BEES,BERMES,,,,,,,,,,,,,,6,0,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,CHILIASM,3,,,, CH,ILI,ASM,,,,,CHILIASM,CHILI,CHASM,,,,,,,,,,,,,,8,1,0,7,3,7,0,0,0,2,0,0,0,1,0,0
,,,,POUFF,3,,,,PO,UF,F ,,,,,POUFF,POUF,FOP,,,,,,,,,,,,,,5,1,0,8,5,8,0,0,0,0,0,1,1,0,1,0
,,,,KITSCHES,3,,,,KIT,SCH,ES ,,,,,KITSCHES,KITSCH,KITES,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,GLUMES,3,,,,GL,UM,ES,,,,,GLUM,GLUMES,MUSE,,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,2,0,0,0,1,0,0
,,,,CHITLINS,4,,,,CHI,TLI,NS ,,,,,CHITLINS,LITHIC,LITCHI,CHINS,,,,,,,,,,,,,8,1,0,5,3,7,0,0,0,1,0,2,0,1,0,0
,,,,PRODUCES,3,,,,PRO,DUC,ES ,,,,,DUCES,ROPES,PRODUCES,,,,,,,,,,,,,,8,1,0,1,1,8,0,1,0,1,0,0,0,0,1,0
,,,,KNURLS,3,,,,KN,UR,LS,,,,,SLUR,KNURLS,KNUR,,,,,,,,,,,,,,6,0,0,6,3,7,0,0,0,1,0,0,1,1,0,0
,,,,ULCEROUS,4,,,, UL,CER,OUS,,,,,SOURCE,CEROUS,ULCEROUS,ULCER,,,,,,,,,,,,,8,1,0,5,1,7,0,1,0,1,0,1,0,1,0,0
,,,,LABORING,4,,,, LA,BOR,ING,,,,,BORING,ORBING,LABORING,LABOR,,,,,,,,,,,,,8,1,0,3,1,8,0,1,1,1,0,0,0,0,1,0
,,,,WIZEN,4,,,, W,IZ,EN,,,,,NEW,WIZ,WIZEN,WEN,,,,,,,,,,,,,5,1,0,7,0,7,1,0,0,1,0,1,0,1,0,0
,,,,QOPHS,3,,,, Q,OP,HS,,,,,SHOP,QOPHS,POSH,,,,,,,,,,,,,,5,1,0,7,0,7,1,0,0,0,1,0,0,1,0,0
,,,,DOSSER,5,,,,DO,SS,ER,,,,,DORE,DOSS,DOER,REDO,DOSSER,,,,,,,,,,,,6,0,1,6,3,8,0,0,0,2,0,0,2,0,1,0
,,,,ESCAROLE,3,,,, ES,CAR,OLE,,,,,ESCAR,ESCAROLE,CARES,,,,,,,,,,,,,,8,1,0,5,1,8,0,1,0,0,0,1,0,0,1,0
,,,,CONJURES,3,,,,CON,JUR,ES ,,,,,CONJURES,CONES,ONCES,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,SNICKERS,3,,,, SN,ICK,ERS,,,,,SNICK,SNICKERS,ICKERS,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,1,0,0,1,0,1,0
,,,,LILTS,5,,,, L,IL,TS,,,,,LILTS,ILL,STILL,LIST,LITS,,,,,,,,,,,,5,1,0,0,0,8,2,1,0,1,0,0,0,0,1,0
,,,,SAVINGLY,3,,,,SAV,ING,LY ,,,,,SAVING,LYING,SAVINGLY,,,,,,,,,,,,,,8,1,0,8,1,8,0,2,0,0,0,0,0,0,1,0
,,,,SHALLOPS,3,,,, SH,ALL,OPS,,,,,SHOPS,SHALLOPS,SHALL,,,,,,,,,,,,,,8,1,0,8,0,8,1,1,0,0,0,0,0,0,1,0
,,,,SPLORE,4,,,,SP,LO,RE,,,,,LORE,REPS,LOPS,SPLORE,,,,,,,,,,,,,6,0,0,7,3,7,0,0,0,2,1,0,0,1,0,0
,,,,SWEARERS,3,,,, SW,EAR,ERS,,,,,SWARE,SWEAR,SWEARERS,,,,,,,,,,,,,,8,1,0,5,2,8,0,0,1,0,0,1,0,0,1,0
,,,,FLITES,5,,,,FL,IT,ES,,,,,ITSELF,FLIT,SELF,FLITES,TIES,,,,,,,,,,,,6,0,0,0,0,8,1,2,0,1,0,0,0,0,1,0
,,,,DUSTUP,4,,,,DU,ST,UP,,,,,DUST,PUTS,STUD,DUSTUP,,,,,,,,,,,,,6,0,0,7,1,7,0,1,1,1,0,0,0,1,0,0
,,,,READDS,6,,,,RE,AD,DS,,,,,REDS,ADDS,READ,DARE,DADS,READDS,,,,,,,,,,,6,0,0,8,0,8,1,2,0,2,0,0,0,0,1,0
,,,,NIMBUSED,3,,,,NIM,BUS,ED ,,,,,NIMBUS,BUSED,NIMBUSED,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,1,0,0,1,0
,,,,UNBEATEN,3,,,,UNB,EAT,EN ,,,,,UNBEATEN,ENATE,EATEN,,,,,,,,,,,,,,8,1,0,4,1,7,0,1,0,0,1,0,0,1,0,0
,,,,CAVERN,3,,,,CA,VE,RN,,,,,CAVE,CARN,CAVERN,,,,,,,,,,,,,,6,0,0,3,2,8,0,0,1,1,0,0,0,0,1,0
,,,,CREEPIES,4,,,, CR,EEP,IES,,,,,CRIES,CREEPIES,CREPE,CREEP,,,,,,,,,,,,,8,1,0,8,2,8,0,0,2,1,0,0,0,0,1,0
,,,,CREEPIER,5,,,, CR,EEP,IER,,,,,CRIER,PEERIE,CREPE,CREEPIER,CREEP,,,,,,,,,,,,8,1,0,3,2,8,0,0,1,2,0,1,0,0,1,0
,,,,NACRED,4,,,,NA,CR,ED,,,,,NACRED,DEAN,NARC,CRANED,,,,,,,,,,,,,6,0,0,3,3,7,0,0,0,2,1,0,0,1,0,0
,,,,EDDIES,6,,,,ED,DI,ES,,,,,DIES,DEES,EDDIES,SEED,DIED,IDES,,,,,,,,,,,6,0,0,3,0,8,1,1,1,1,0,1,0,0,1,0
,,,,DUMBER,3,,,,DU,MB,ER,,,,,DURE,DUMBER,DUMB,,,,,,,,,,,,,,6,0,0,3,1,8,0,1,0,1,0,0,0,0,1,0
,,,,METALS,6,,,,ME,TA,LS,,,,,MEAT,MELS,SLAT,METALS,TAME,META,,,,,,,,,,,6,0,0,3,0,8,1,0,1,2,0,1,0,0,1,0
,,,,KARMA,3,,,, K,AR,MA,,,,,ARK,KARMA,MAAR,,,,,,,,,,,,,,5,1,0,4,3,8,0,0,0,1,1,0,0,0,1,0
,,,,TOTALLED,3,,,, TO,TAL,LED,,,,,TOTALLED,TOTAL,TOLED,,,,,,,,,,,,,,8,1,0,3,0,8,1,0,0,1,0,0,0,0,1,0
,,,,DUMBED,3,,,,DU,MB,ED,,,,,DUDE,DUMB,DUMBED,,,,,,,,,,,,,,6,0,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,SPENCE,3,,,,SP,EN,CE,,,,,CEPS,SPEC,SPENCE,,,,,,,,,,,,,,6,0,0,5,5,8,0,0,0,0,0,2,0,0,1,0
,,,,ISLET,7,,,,IS,LE,T ,,,,,TEL,SIT,LEIS,TIS,LET,ISLET,ISLE,,,,,,,,,,5,1,0,5,0,8,2,0,0,1,0,3,0,0,1,0
,,,,BARNIEST,4,,,, BA,RNI,EST,,,,,BARNIEST,BAIRN,BASTE,BATES,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,1,0,1,0,1,0
,,,,STRAVAGE,3,,,, ST,RAV,AGE,,,,,STRAVAGE,RAVAGE,STAGE,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,WARFARES,3,,,,WAR,FAR,ES ,,,,,FARES,WARES,WARFARES,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,1,0,0,0,1,0
,,,,SIAMESES,3,,,, SI,AME,SES,,,,,SESAME,SISES,SIAMESES,,,,,,,,,,,,,,8,1,0,8,5,8,0,0,0,0,0,2,0,0,1,0
,,,,GILDED,3,,,,GI,LD,ED,,,,,GILD,GILDED,GIED,,,,,,,,,,,,,,6,0,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,NETTY,3,,,,NE,TT,Y ,,,,,NETTY,NETT,YEN,,,,,,,,,,,,,,5,1,1,7,1,7,0,1,0,1,0,0,0,1,0,0
,,,,OVERTASK,3,,,, OV,ERT,ASK,,,,,OVERT,OVERTASK,SKATER,,,,,,,,,,,,,,8,1,0,7,3,7,0,0,0,2,0,0,0,1,0,0
,,,,IHRAMS,3,,,,IH,RA,MS,,,,,IHRAMS,ARMS,RAMS,,,,,,,,,,,,,,6,0,0,8,0,8,1,0,0,1,0,0,0,0,1,0
,,,,DOTERS,3,,,,DO,TE,RS,,,,,DOTERS,DORS,DOTE,,,,,,,,,,,,,,6,0,0,6,3,8,0,0,0,1,0,0,1,0,1,0
,,,,METRO,5,,,, M,ET,RO,,,,,MET,ROTE,ROM,METRO,MOR,,,,,,,,,,,,5,1,0,2,1,8,0,1,1,1,1,0,0,0,1,0
,,,,SEABOOTS,4,,,,SEA,BOO,TS ,,,,,SEABOOTS,EASTS,BOOTS,SEATS,,,,,,,,,,,,,8,1,0,8,2,8,0,0,2,0,0,1,0,0,1,0
,,,,JAGGEDER,4,,,,JAG,GED,ER ,,,,,JAGGED,EDGER,JAGER,JAGGEDER,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,3,0,0,0,0,1,0
,,,,HEIRS,6,,,,HE,IR,S ,,,,,SIR,HES,SRI,HEIR,HEIRS,SHE,,,,,,,,,,,5,1,0,3,0,7,2,1,0,2,0,0,0,1,0,0
,,,,PATTERED,3,,,,PAT,TER,ED ,,,,,PATED,PATTERED,PATTER,,,,,,,,,,,,,,8,1,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,SLOPE,5,,,,SL,OP,E ,,,,,SLOPE,OPE,SLOP,POLS,ELS,,,,,,,,,,,,5,1,0,2,2,7,0,0,1,1,0,1,1,1,0,0
,,,,LAPELS,3,,,,LA,PE,LS,,,,,LAPELS,PEAL,ALLS,,,,,,,,,,,,,,6,0,0,3,3,8,0,0,0,2,0,0,0,0,1,0
,,,,SODDENED,3,,,,SOD,DEN,ED ,,,,,SODDENED,ENDED,SODDEN,,,,,,,,,,,,,,8,1,0,8,1,8,0,1,0,1,0,0,0,0,1,0
,,,,SLICKERS,3,,,, SL,ICK,ERS,,,,,SLICKERS,SLICK,ICKERS,,,,,,,,,,,,,,8,1,0,5,3,8,0,0,0,1,0,1,0,0,1,0
,,,,PORCH,4,,,,PO,RC,H ,,,,,HOP,CROP,POH,PORCH,,,,,,,,,,,,,5,1,0,3,2,8,0,0,1,2,0,0,0,0,1,0
,,,,PATTERER,3,,,,PAT,TER,ER ,,,,,PATTERER,PATTER,PATER,,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,1,0,0,1,0,1,0
,,,,SABINE,4,,,,SA,BI,NE,,,,,BINE,BIAS,SANE,SABINE,,,,,,,,,,,,,6,0,0,5,2,7,0,0,2,0,0,1,0,1,0,0
,,,,MORSEL,3,,,,MO,RS,EL,,,,,MORS,MORSEL,MOLE,,,,,,,,,,,,,,6,0,0,3,2,7,0,0,1,1,0,0,0,1,0,0
,,,,PLYER,6,,,, P,LY,ER,,,,,RELY,PLY,REP,LYRE,PLYER,PER,,,,,,,,,,,5,1,0,8,0,8,2,1,0,2,0,0,0,0,1,0
,,,,CROWNS,5,,,,CR,OW,NS,,,,,CROW,WONS,SNOW,CROWNS,OWNS,,,,,,,,,,,,6,0,0,3,0,8,1,0,1,2,0,0,0,0,1,0
,,,,OBLIGEES,3,,,,OBL,IGE,ES ,,,,,OBLIGE,LOBES,OBLIGEES,,,,,,,,,,,,,,8,1,0,8,0,8,1,0,0,1,0,0,0,0,1,0
,,,,BOLTED,4,,,,BO,LT,ED,,,,,BOLTED,BODE,BOLT,DELT,,,,,,,,,,,,,6,0,0,3,2,8,0,0,1,2,0,0,0,0,1,0
,,,,GUARDS,3,,,,GU,AR,DS,,,,,GUARDS,RADS,GUAR,,,,,,,,,,,,,,6,0,0,2,2,7,0,0,1,0,0,0,1,1,0,0
,,,,PREDATES,3,,,,PRE,DAT,ES ,,,,,PREES,DATES,PREDATES,,,,,,,,,,,,,,8,1,0,4,1,8,0,1,0,0,1,0,0,0,1,0
,,,,BOLTER,3,,,,BO,LT,ER,,,,,BORE,BOLT,BOLTER,,,,,,,,,,,,,,6,0,0,7,1,7,0,1,1,0,0,0,0,1,0,0
,,,,KAOLINES,3,,,,KAO,LIN,ES ,,,,,KAOLINES,LINES,KAOLIN,,,,,,,,,,,,,,8,1,0,7,1,7,0,1,0,0,0,1,0,1,0,0
,,,,JESTER,7,,,,JE,ST,ER,,,,,JEER,JESTER,REST,RETS,JEST,JETS,ERST,,,,,,,,,,6,0,0,3,0,7,1,0,1,3,0,0,1,1,0,0
,,,,NULLAH,3,,,,NU,LL,AH,,,,,NULLAH,NULL,HALL,,,,,,,,,,,,,,6,0,1,8,1,8,0,1,1,0,0,0,0,0,1,0
,,,,JESTED,4,,,,JE,ST,ED,,,,,JETS,JESTED,JEED,JEST,,,,,,,,,,,,,6,0,0,3,2,8,0,0,1,2,0,0,0,0,1,0
,,,,TRUSTEED,4,,,,TRU,STE,ED ,,,,,STEED,TRUED,TRUEST,TRUSTEED,,,,,,,,,,,,,8,1,0,8,3,8,0,0,0,2,0,1,0,0,1,0
,,,,CHILLEST,4,,,, CH,ILL,EST,,,,,ILLEST,CHEST,CHILLEST,CHILL,,,,,,,,,,,,,8,1,0,3,2,8,0,0,1,2,0,0,0,0,1,0
,,,,RESTARTS,4,,,,RES,TAR,TS ,,,,,RESTS,RESTARTS,TARRES,TARTS,,,,,,,,,,,,,8,1,0,2,2,8,0,0,2,1,0,0,0,0,1,0
,,,,FLORA,3,,,, F,LO,RA,,,,,FAR,FLORA,ARF,,,,,,,,,,,,,,5,1,0,3,0,8,1,0,0,1,0,0,0,0,1,0
,,,,TURNIP,3,,,,TU,RN,IP,,,,,TURN,TURNIP,PIRN,,,,,,,,,,,,,,6,0,0,3,0,7,1,0,0,1,0,0,0,1,0,0
